ID,Sex_ Female,Race_ White,Employment class_ ?,Employment class_ Federal-gov,Employment class_ Local-gov,Employment class_ Private,Employment class_ Self-emp-inc,Employment class_ Self-emp-not-inc,Employment class_ State-gov,Employment class_ Without-pay,Occupation_ ?,Occupation_ Adm-clerical,Occupation_ Armed-Forces,Occupation_ Craft-repair,Occupation_ Exec-managerial,Occupation_ Farming-fishing,Occupation_ Handlers-cleaners,Occupation_ Machine-op-inspct,Occupation_ Other-service,Occupation_ Priv-house-serv,Occupation_ Prof-specialty,Occupation_ Protective-serv,Occupation_ Sales,Occupation_ Tech-support,Occupation_ Transport-moving,Married,Age_normalize,Education_years_n,Fnlwgt_normalize,Work_hours_per_week_n,Capital_n,US_born
26479,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.2328767123287671,0.8666666666666667,0.09912665778851698,0.5510204081632653,0.9676832985225539,1
47113,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.2876712328767123,0.9333333333333333,0.03956554271122217,0.3979591836734694,-0.12844462026120232,1
29862,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.1780821917808219,0.8,0.42069901699662265,0.4489795918367347,0.5540689524778508,1
11144,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1506849315068493,0.6,0.0001553104148933249,0.37755102040816324,-0.12844462026120232,1
6973,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.136986301369863,0.8,0.10718907026552074,0.5,-0.12844462026120232,1
40400,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.589041095890411,0.6,0.16944795299157034,0.3979591836734694,-0.12844462026120232,0
23202,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.3333333333333333,0.0050085463631620855,0.15306122448979592,-0.12844462026120232,1
7509,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.410958904109589,0.8,0.2884020017024081,0.3979591836734694,2.0136242990685522,1
26117,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.3561643835616438,0.5333333333333333,0.1930293939976386,0.3979591836734694,-0.12844462026120232,0
43560,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.3698630136986301,0.8666666666666667,0.12646472308410445,0.3979591836734694,-0.12844462026120232,1
45940,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.2602739726027397,0.5333333333333333,0.0756782174139872,0.3979591836734694,-0.12844462026120232,1
23347,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.5068493150684932,0.2,0.1338998874214009,0.3979591836734694,-0.12844462026120232,1
4327,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.684931506849315,0.8666666666666667,0.06836060847359894,0.3979591836734694,-0.12844462026120232,1
45169,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.5616438356164384,0.5333333333333333,0.026316963672808148,0.5,-0.12844462026120232,1
8118,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.3698630136986301,0.5333333333333333,0.221753240066998,0.3979591836734694,-0.39962507051181423,1
8860,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6164383561643836,0.2,0.08940817293171147,0.5306122448979592,-0.12844462026120232,1
6803,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.273972602739726,0.6,0.2252747535627008,0.29591836734693877,-0.12844462026120232,1
12492,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0136986301369863,0.6,0.21083603338916498,0.3979591836734694,-0.12844462026120232,1
21137,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0958904109589041,0.6,0.21984317938438727,0.3979591836734694,-0.12844462026120232,1
5387,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0821917808219178,0.5333333333333333,0.323393180757297,0.24489795918367346,-0.12844462026120232,1
40501,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.273972602739726,0.6,0.13518184189571378,0.7040816326530612,-0.3401706815767432,1
22445,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0821917808219178,0.6,0.3082577088882177,0.19387755102040816,-0.12844462026120232,1
38901,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.2876712328767123,0.6,0.25142954227189107,0.5,-0.12844462026120232,1
3800,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0410958904109589,0.5333333333333333,0.09578276449106236,0.19387755102040816,-0.12844462026120232,1
42540,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.273972602739726,0.7333333333333333,0.12159346769543371,0.3979591836734694,-0.12844462026120232,1
1820,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0958904109589041,0.6,0.15596168895356818,0.3979591836734694,-0.12844462026120232,1
9310,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.136986301369863,0.8666666666666667,0.2713272948186386,0.3979591836734694,-0.12844462026120232,1
21257,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.6575342465753424,0.26666666666666666,0.20775556714901564,0.3979591836734694,-0.12844462026120232,1
37458,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0821917808219178,0.5333333333333333,0.20995651308382987,0.11224489795918367,-0.12844462026120232,0
34379,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.410958904109589,0.6,0.14824336198138335,0.3979591836734694,-0.12844462026120232,1
6924,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.2191780821917808,0.5333333333333333,0.03130663252697768,0.3979591836734694,0.4287442333557226,1
9570,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.136986301369863,0.5333333333333333,0.14986511161756227,0.5,-0.12844462026120232,1
27585,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0958904109589041,0.8,0.15870665037480436,0.3979591836734694,-0.12844462026120232,1
16899,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.1780821917808219,0.8,0.05852371015129466,0.4489795918367347,-0.12844462026120232,1
19278,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0958904109589041,0.6666666666666666,0.1325904747521898,0.5510204081632653,-0.12844462026120232,1
44977,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.3972602739726027,0.8666666666666667,0.11102120459101018,0.5,-0.12844462026120232,1
20298,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0958904109589041,0.7333333333333333,0.1311411969027156,0.3979591836734694,-0.12844462026120232,1
7462,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.2191780821917808,0.3333333333333333,0.3052072750487383,0.3979591836734694,-0.12844462026120232,1
34206,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0136986301369863,0.5333333333333333,0.164200005491639,0.19387755102040816,-0.12844462026120232,1
21053,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0958904109589041,0.5333333333333333,0.25406467091353413,0.24489795918367346,-0.12844462026120232,1
3507,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0410958904109589,0.6,0.16024945770065077,0.24489795918367346,-0.12844462026120232,1
44504,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.1643835616438356,0.8,0.014919238584255472,0.5,-0.12844462026120232,1
10099,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0958904109589041,0.8,0.26037576539718277,0.3979591836734694,-0.12844462026120232,1
39876,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.5205479452054794,0.8666666666666667,0.08626764189022214,0.3979591836734694,-0.12844462026120232,0
15374,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.5205479452054794,0.5333333333333333,0.12452119772646146,0.15306122448979592,-0.12844462026120232,1
40277,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.3424657534246575,1.0,0.07332110299568906,0.3979591836734694,-0.12844462026120232,0
27304,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.1780821917808219,0.6,0.03456471896537522,0.3979591836734694,-0.12844462026120232,1
15251,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.1917808219178082,0.6,0.00023768499958812708,0.3979591836734694,-0.12844462026120232,1
10928,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.4794520547945205,0.6,0.26337728932699966,0.3979591836734694,-0.12844462026120232,1
791,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6438356164383562,0.6,0.20489991487959583,0.3979591836734694,-0.12844462026120232,0
2749,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.4657534246575342,0.7333333333333333,0.141063902084077,0.5510204081632653,-0.12844462026120232,0
29217,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.4931506849315068,0.6666666666666666,0.1135791070595019,0.3979591836734694,0.4968957870990415,1
14364,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0410958904109589,0.6,0.24663036464482824,0.19387755102040816,-0.12844462026120232,1
36125,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2465753424657534,0.5333333333333333,0.0984136027897526,0.3979591836734694,-0.12844462026120232,1
12773,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0958904109589041,0.6,0.1285240877014745,0.3979591836734694,-0.12844462026120232,1
36335,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.3561643835616438,0.6,0.01432631318817101,0.42857142857142855,-0.12844462026120232,1
34689,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.3835616438356164,0.5333333333333333,0.22218570663664572,0.3979591836734694,-0.12844462026120232,1
8538,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.2876712328767123,0.8,0.10437546335703891,0.5,-0.12844462026120232,1
26543,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.4657534246575342,1.0,0.10597404514127241,0.6020408163265306,0.5540689524778508,1
1350,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.2602739726027397,0.8,0.12680022790301765,0.3979591836734694,-0.12844462026120232,1
17713,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.4383561643835616,0.4666666666666667,0.0739912545649249,0.3877551020408163,-0.12844462026120232,1
40642,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.3698630136986301,0.2,0.06863604849117219,0.3979591836734694,-0.12844462026120232,1
20040,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3013698630136986,0.6,0.18538142864988055,0.3979591836734694,-0.12844462026120232,1
31078,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.1506849315068493,0.5333333333333333,0.1925900628792663,0.3979591836734694,-0.12844462026120232,1
34706,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.589041095890411,0.7333333333333333,0.29902060051072243,0.3979591836734694,-0.12844462026120232,1
3095,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.2191780821917808,0.5333333333333333,0.2233638348114995,0.3979591836734694,-0.12844462026120232,1
33287,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3972602739726027,0.5333333333333333,0.12952631181526125,0.3673469387755102,-0.12844462026120232,1
21750,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.2602739726027397,0.8666666666666667,0.14906796589692195,0.6020408163265306,-0.4103183059317911,1
10164,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.3835616438356164,0.5333333333333333,0.046062838079024684,0.3979591836734694,-0.12844462026120232,1
22483,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.1232876712328767,0.4,0.16663520415167907,0.3979591836734694,-0.12844462026120232,1
44656,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0273972602739726,0.26666666666666666,0.09067210796562233,0.24489795918367346,-0.12844462026120232,1
11544,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.136986301369863,0.6666666666666666,0.2987065474065735,0.3979591836734694,-0.12844462026120232,1
12930,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.2191780821917808,0.5333333333333333,0.2937022913863643,0.3979591836734694,-0.12844462026120232,1
9068,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1232876712328767,0.5333333333333333,0.15146626760756748,0.3979591836734694,0.20718039545380315,1
24361,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.1643835616438356,0.8,0.16057638183365824,0.3979591836734694,-0.12844462026120232,1
16245,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.2876712328767123,0.6,0.13752608528515337,0.3979591836734694,-0.3766702584769307,1
22776,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0547945205479452,0.6,0.020869086191273787,0.3979591836734694,-0.12844462026120232,1
5346,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0684931506849315,0.6,0.23523950410500014,0.3979591836734694,-0.12844462026120232,1
24102,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.2191780821917808,0.5333333333333333,0.11235550124934787,0.3979591836734694,-0.12844462026120232,1
42588,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.2191780821917808,0.6,0.1353843460830885,0.3979591836734694,-0.12844462026120232,1
17629,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.3835616438356164,0.5333333333333333,0.3510667508717977,0.3979591836734694,-0.37652768200466435,1
17673,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.4657534246575342,0.2,0.08726557566105604,0.3979591836734694,0.2937243141194821,1
26155,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0136986301369863,0.4,0.14080991378126803,0.09183673469387756,-0.12844462026120232,1
8858,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.2054794520547945,0.6,0.05800028831104643,0.37755102040816324,-0.12844462026120232,1
36733,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.3150684931506849,0.5333333333333333,0.011887682253768636,0.5,-0.12844462026120232,1
26034,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.2602739726027397,0.8,0.16451834893874076,0.3979591836734694,-0.12844462026120232,1
47775,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.273972602739726,0.6666666666666666,0.2240142508031522,0.23469387755102042,-0.12844462026120232,1
10728,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.4520547945205479,0.5333333333333333,0.16978517394766468,0.3979591836734694,-0.12844462026120232,1
25780,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.6438356164383562,0.6,0.2514381229577968,0.02040816326530612,-0.12844462026120232,1
46141,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.1917808219178082,1.0,0.05304236799472803,0.3979591836734694,-0.12844462026120232,1
21586,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1095890410958904,0.5333333333333333,0.10627007880501936,0.3979591836734694,-0.12844462026120232,1
33456,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.1917808219178082,0.8,0.38432377330514295,0.4489795918367347,-0.12844462026120232,1
38827,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.4383561643835616,1.0,0.020708627364837036,0.7040816326530612,14.129060029902279,1
21425,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.2602739726027397,0.8,0.07769982701337214,0.6020408163265306,-0.12844462026120232,1
19022,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.4383561643835616,0.6,0.26135396359043356,0.5,0.3456221500244362,1
2460,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.273972602739726,0.8,0.02368269309975562,0.37755102040816324,-0.12844462026120232,1
37400,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.3972602739726027,0.6,0.07723732804305444,0.7040816326530612,-0.12844462026120232,1
27723,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.3287671232876712,0.5333333333333333,0.14062971937724814,0.4387755102040816,-0.12844462026120232,0
38884,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.1643835616438356,0.8,0.1469965883192839,0.6020408163265306,-0.39192594100943096,0
10640,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0684931506849315,0.5333333333333333,0.2936937107004586,0.3979591836734694,-0.12844462026120232,1
5145,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.3835616438356164,0.6666666666666666,0.1521956259095527,0.3979591836734694,-0.3514342228857854,1
29829,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.2465753424657534,0.5333333333333333,0.2263284617919218,0.5,0.6098163531339966,1
19454,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0821917808219178,0.4,0.14518091518163595,0.24489795918367346,0.514290116715537,1
22301,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.3333333333333333,0.10994003816689091,0.14285714285714285,-0.12844462026120232,1
16313,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0273972602739726,0.6,0.7217506658612263,0.24489795918367346,-0.12844462026120232,1
19699,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5205479452054794,0.4,0.16704879321233423,0.3979591836734694,-0.12844462026120232,1
17850,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.2054794520547945,0.5333333333333333,0.19345242181279002,0.4489795918367347,0.6098163531339966,1
39240,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.3972602739726027,0.6,0.12934440127406024,0.3979591836734694,-0.12844462026120232,1
523,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.3972602739726027,0.6666666666666666,0.09778120623850188,0.3979591836734694,-0.12844462026120232,1
28,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.2465753424657534,0.5333333333333333,0.11600744117081743,0.3979591836734694,-0.12844462026120232,1
25417,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1095890410958904,0.6,0.14250202504187376,0.3979591836734694,-0.12844462026120232,1
21892,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.410958904109589,0.5333333333333333,0.10004135890606551,0.24489795918367346,-0.12844462026120232,0
17115,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.2328767123287671,0.5333333333333333,0.23300766770092535,0.3979591836734694,-0.12844462026120232,1
20942,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.2876712328767123,0.5333333333333333,0.08901431944863944,0.3469387755102041,-0.12844462026120232,1
13380,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.1232876712328767,0.8,0.07139645514703863,0.3979591836734694,-0.12844462026120232,0
19642,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.2465753424657534,0.8,0.010132931986051237,0.4489795918367347,-0.12844462026120232,1
40971,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0547945205479452,0.5333333333333333,0.13359527307174826,0.3979591836734694,-0.12844462026120232,1
17553,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.5342465753424658,0.2,0.0840340893489662,0.3979591836734694,-0.12844462026120232,1
44722,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.589041095890411,0.8,0.1589760839122436,0.07142857142857142,-0.12844462026120232,1
20360,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.2465753424657534,0.6,0.10560078530437408,0.24489795918367346,-0.12844462026120232,1
27142,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.2602739726027397,0.6,0.012590440429446167,0.3979591836734694,-0.12844462026120232,1
25756,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.2054794520547945,0.6666666666666666,0.3077222740877015,0.3979591836734694,-0.12844462026120232,1
14039,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0410958904109589,0.5333333333333333,0.004936468601554134,0.46938775510204084,-0.12844462026120232,1
33027,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.410958904109589,0.6,0.11707916884044042,0.5510204081632653,0.9676832985225539,1
13148,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.273972602739726,0.5333333333333333,0.13278954666520223,0.3979591836734694,-0.12844462026120232,1
28727,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.6575342465753424,0.5333333333333333,0.08473341525028144,0.4489795918367347,-0.12844462026120232,1
12736,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.2465753424657534,0.8,0.0842340193305692,0.4489795918367347,1.0997091118412008,1
9706,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0958904109589041,0.6,0.1765390318240479,0.3979591836734694,-0.12844462026120232,1
5341,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.3835616438356164,0.5333333333333333,0.20763372140915456,0.3979591836734694,-0.12844462026120232,1
10701,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.5616438356164384,0.5333333333333333,0.10395415167906862,0.29591836734693877,0.3456221500244362,1
45112,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.1917808219178082,0.5333333333333333,0.2951035173947665,0.17346938775510204,-0.12844462026120232,1
12396,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0136986301369863,0.4,0.13971759246547133,0.1836734693877551,-0.12844462026120232,1
13872,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.2465753424657534,0.5333333333333333,0.010041118646860156,0.5,-0.12844462026120232,1
17485,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.3561643835616438,0.8,0.23538623383398774,0.3979591836734694,-0.12844462026120232,1
19380,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0410958904109589,0.5333333333333333,0.07155691397347538,0.29591836734693877,-0.12844462026120232,1
17951,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.3698630136986301,0.8,0.3981326711331997,0.3979591836734694,-0.12844462026120232,1
